,DENV1_I,DENV1_II,DENV1_IV,DENV1_V,DENV2_ASIANAMERICAN,DENV2_ASIANI,DENV2_COSMOPOLITAN,DENV2_SYLVATIC,DENV3_I,DENV3_II,DENV3_III,DENV3_IV,DENV4_I,DENV4_II,DENV4_SYLVATIC
1972.0,0.1565,0.0022,0.0091,0.0,0.0749,0.0742,0.0611,0.0286,0.0405,0.0486,0.0,0.0,0.0446,0.0731,0.0421
1972.0833,0.1554,0.0022,0.0091,0.0,0.0751,0.0744,0.0613,0.0273,0.0406,0.0487,0.0,0.0,0.0452,0.0747,0.0432
1972.1667,0.1543,0.0021,0.009,0.0,0.0752,0.0745,0.0614,0.026,0.0406,0.0488,0.0,0.0,0.0458,0.0762,0.0444
1972.25,0.1532,0.0021,0.0089,0.0,0.0753,0.0746,0.0615,0.0248,0.0407,0.0488,0.0,0.0,0.0464,0.0778,0.0456
1972.3333,0.1521,0.002,0.0089,0.0,0.0754,0.0747,0.0616,0.0235,0.0408,0.0489,0.0,0.0,0.0471,0.0794,0.0468
1972.4167,0.1511,0.002,0.0088,0.0,0.0755,0.0748,0.0616,0.0223,0.0408,0.049,0.0,0.0,0.0477,0.081,0.048
1972.5,0.1501,0.0019,0.0088,0.0,0.0755,0.0748,0.0616,0.0212,0.0409,0.049,0.0,0.0,0.0483,0.0827,0.0493
1972.5833,0.1492,0.0019,0.0087,0.0,0.0754,0.0747,0.0615,0.0204,0.0409,0.0491,0.0,0.0,0.049,0.0844,0.0506
1972.6667,0.1482,0.0019,0.0086,0.0,0.0753,0.0746,0.0614,0.0196,0.0409,0.0491,0.0,0.0,0.0497,0.0861,0.052
1972.75,0.1472,0.0018,0.0086,0.0,0.0751,0.0744,0.0613,0.0189,0.0409,0.0491,0.0,0.0,0.0504,0.0879,0.0535
1972.8333,0.1462,0.0018,0.0085,0.0,0.0749,0.0743,0.0612,0.0181,0.0409,0.049,0.0,0.0,0.0511,0.0897,0.055
1972.9167,0.1451,0.0017,0.0085,0.0,0.0748,0.0741,0.061,0.0174,0.0408,0.049,0.0,0.0,0.0519,0.0916,0.0565
1973.0,0.1441,0.0017,0.0084,0.0,0.0746,0.074,0.0609,0.0167,0.0407,0.0489,0.0,0.0,0.0526,0.0935,0.0581
1973.0833,0.1415,0.0016,0.0083,0.0,0.0751,0.0744,0.0613,0.0162,0.0407,0.0488,0.0,0.0,0.0536,0.0958,0.06
1973.1667,0.139,0.0016,0.0081,0.0,0.0756,0.0749,0.0617,0.0157,0.0406,0.0487,0.0,0.0,0.0546,0.0982,0.0619
1973.25,0.1364,0.0016,0.008,0.0,0.0762,0.0755,0.0622,0.0151,0.0405,0.0486,0.0,0.0,0.0555,0.1005,0.0639
1973.3333,0.1338,0.0015,0.0078,0.0,0.0768,0.0761,0.0627,0.0146,0.0403,0.0484,0.0,0.0,0.0563,0.1028,0.0659
1973.4167,0.1311,0.0015,0.0076,0.0,0.0775,0.0768,0.0632,0.0142,0.0402,0.0482,0.0,0.0,0.0571,0.105,0.0678
1973.5,0.1283,0.0014,0.0075,0.0,0.0783,0.0776,0.0639,0.0137,0.04,0.048,0.0,0.0,0.0579,0.1072,0.0697
1973.5833,0.1255,0.0014,0.0073,0.0,0.0792,0.0785,0.0647,0.0133,0.0398,0.0477,0.0,0.0,0.0585,0.1092,0.0716
1973.6667,0.1227,0.0013,0.0072,0.0,0.0802,0.0795,0.0655,0.0129,0.0396,0.0474,0.0,0.0,0.0591,0.1111,0.0734
1973.75,0.1198,0.0013,0.007,0.0,0.0814,0.0806,0.0664,0.0126,0.0393,0.047,0.0,0.0,0.0596,0.1129,0.0752
1973.8333,0.1168,0.0012,0.0068,0.0,0.0825,0.0818,0.0674,0.0122,0.039,0.0466,0.0,0.0,0.0601,0.1147,0.077
1973.9167,0.1139,0.0012,0.0066,0.0,0.0837,0.0829,0.0683,0.0118,0.0387,0.0462,0.0,0.0,0.0606,0.1166,0.0788
1974.0,0.111,0.0012,0.0065,0.0,0.0849,0.0842,0.0693,0.0114,0.0384,0.0457,0.0,0.0,0.061,0.1183,0.0805
1974.0833,0.1097,0.0011,0.0064,0.0,0.0868,0.086,0.0708,0.0113,0.0379,0.0443,0.0,0.0,0.0609,0.1177,0.0798
1974.1667,0.1084,0.0011,0.0063,0.0,0.0886,0.0878,0.0723,0.011,0.0374,0.043,0.0,0.0,0.0609,0.1171,0.0792
1974.25,0.1071,0.0011,0.0063,0.0,0.0905,0.0896,0.0738,0.0108,0.0368,0.0417,0.0,0.0,0.0609,0.1166,0.0786
1974.3333,0.1058,0.0011,0.0062,0.0,0.0923,0.0914,0.0753,0.0106,0.0363,0.0405,0.0,0.0,0.0608,0.1161,0.0779
1974.4167,0.1045,0.001,0.0061,0.0,0.0941,0.0933,0.0768,0.0104,0.0357,0.0393,0.0,0.0,0.0607,0.1155,0.0772
1974.5,0.1031,0.001,0.006,0.0,0.0961,0.0952,0.0784,0.0101,0.0352,0.0381,0.0,0.0,0.0606,0.1148,0.0765
1974.5833,0.1017,0.001,0.0059,0.0,0.098,0.0971,0.08,0.0099,0.0347,0.037,0.0,0.0,0.0604,0.1141,0.0758
1974.6667,0.1002,0.001,0.0058,0.0,0.1,0.0991,0.0818,0.0097,0.0341,0.0358,0.0,0.0,0.0602,0.1133,0.075
1974.75,0.0987,0.0009,0.0058,0.0,0.1021,0.1012,0.0835,0.0094,0.0336,0.0347,0.0,0.0,0.06,0.1125,0.0741
1974.8333,0.097,0.0009,0.0057,0.0,0.1042,0.1033,0.0853,0.0092,0.0331,0.0336,0.0,0.0,0.0598,0.1116,0.0733
1974.9167,0.0953,0.0009,0.0056,0.0,0.1064,0.1055,0.0871,0.0089,0.0326,0.0326,0.0,0.0,0.0595,0.1107,0.0724
1975.0,0.0936,0.0009,0.0055,0.0,0.1086,0.1076,0.0889,0.0086,0.0321,0.0316,0.0,0.0,0.0592,0.1099,0.0716
1975.0833,0.0943,0.0009,0.0055,0.0,0.1073,0.1068,0.0908,0.0084,0.0325,0.0315,0.0,0.0,0.0599,0.1106,0.0698
1975.1667,0.0954,0.0009,0.0056,0.0,0.1059,0.1059,0.0904,0.0081,0.0331,0.0316,0.0,0.0,0.0608,0.112,0.0684
1975.25,0.0966,0.0009,0.0056,0.0,0.1046,0.105,0.0893,0.0079,0.0338,0.0317,0.0,0.0,0.0619,0.1136,0.0671
1975.3333,0.0977,0.0009,0.0057,0.0,0.1033,0.1042,0.0884,0.0076,0.0345,0.0319,0.0,0.0,0.0629,0.1151,0.0658
1975.4167,0.0987,0.0009,0.0058,0.0,0.1022,0.1035,0.0875,0.0074,0.0353,0.032,0.0,0.0,0.0639,0.1165,0.0644
1975.5,0.0995,0.0009,0.0058,0.0,0.1012,0.1029,0.0867,0.0072,0.0361,0.0322,0.0,0.0,0.0648,0.1178,0.063
1975.5833,0.1003,0.0009,0.0059,0.0,0.1002,0.1024,0.086,0.007,0.0368,0.0323,0.0,0.0,0.0657,0.119,0.0616
1975.6667,0.101,0.0009,0.0059,0.0,0.0994,0.102,0.0854,0.0068,0.0376,0.0324,0.0,0.0,0.0665,0.1201,0.0601
1975.75,0.1017,0.0009,0.0059,0.0,0.0986,0.1015,0.0848,0.0066,0.0383,0.0325,0.0,0.0,0.0673,0.1212,0.0586
1975.8333,0.1024,0.0009,0.006,0.0,0.0978,0.1011,0.0843,0.0064,0.0391,0.0326,0.0,0.0,0.0681,0.1222,0.0571
1975.9167,0.1031,0.0009,0.006,0.0,0.097,0.1007,0.0838,0.0062,0.0398,0.0326,0.0,0.0,0.0689,0.1233,0.0556
1976.0,0.1037,0.0009,0.0061,0.0,0.0962,0.1003,0.0833,0.006,0.0404,0.0326,0.0,0.0,0.0697,0.1243,0.0542
1976.0833,0.104,0.0009,0.0061,0.0,0.0965,0.101,0.0812,0.0059,0.0414,0.0328,0.0,0.0,0.0705,0.1237,0.0529
1976.1667,0.1043,0.0009,0.0061,0.0,0.0969,0.1018,0.0792,0.0058,0.0424,0.033,0.0,0.0,0.0713,0.1231,0.0516
1976.25,0.1045,0.0009,0.0061,0.0,0.0973,0.1026,0.0773,0.0057,0.0434,0.0332,0.0,0.0,0.0721,0.1224,0.0503
1976.3333,0.1046,0.0009,0.0061,0.0,0.0978,0.1035,0.0754,0.0056,0.0443,0.0333,0.0,0.0,0.0729,0.1217,0.0491
1976.4167,0.1047,0.0009,0.0061,0.0,0.0983,0.1045,0.0736,0.0055,0.0452,0.0334,0.0,0.0,0.0737,0.1209,0.0478
1976.5,0.1047,0.0009,0.0061,0.0,0.099,0.1055,0.0719,0.0054,0.0461,0.0335,0.0,0.0,0.0744,0.12,0.0466
1976.5833,0.1046,0.0009,0.0061,0.0,0.0997,0.1067,0.0702,0.0054,0.047,0.0335,0.0,0.0,0.0751,0.1192,0.0453
1976.6667,0.1046,0.0009,0.0061,0.0,0.1004,0.108,0.0685,0.0053,0.0478,0.0335,0.0,0.0,0.0758,0.1183,0.0441
1976.75,0.1045,0.0009,0.0061,0.0,0.1012,0.1092,0.0668,0.0052,0.0486,0.0335,0.0,0.0,0.0765,0.1173,0.0429
1976.8333,0.1044,0.0009,0.0061,0.0,0.102,0.1106,0.0652,0.0051,0.0494,0.0334,0.0,0.0,0.0771,0.1164,0.0417
1976.9167,0.1044,0.0009,0.0061,0.0,0.1028,0.1119,0.0636,0.005,0.0502,0.0334,0.0,0.0,0.0777,0.1154,0.0405
1977.0,0.1043,0.0009,0.0061,0.0,0.1036,0.1133,0.062,0.0049,0.0509,0.0333,0.0,0.0,0.0783,0.1144,0.0394
1977.0833,0.1062,0.0009,0.0062,0.0,0.1032,0.1131,0.0602,0.0048,0.0527,0.034,0.0,0.0,0.0777,0.1138,0.0385
1977.1667,0.1081,0.0009,0.0063,0.0,0.1027,0.1129,0.0585,0.0046,0.0544,0.0346,0.0,0.0,0.077,0.1132,0.0375
1977.25,0.1098,0.0009,0.0064,0.0,0.1023,0.1127,0.0569,0.0045,0.0562,0.0352,0.0,0.0,0.0762,0.1126,0.0366
1977.3333,0.1114,0.001,0.0065,0.0,0.102,0.1127,0.0553,0.0044,0.058,0.0357,0.0,0.0,0.0755,0.1119,0.0357
1977.4167,0.1129,0.001,0.0066,0.0,0.1018,0.1127,0.0538,0.0043,0.0598,0.0361,0.0,0.0,0.0747,0.1112,0.0348
1977.5,0.1142,0.001,0.0067,0.0,0.1017,0.1129,0.0525,0.0042,0.0616,0.0365,0.0,0.0,0.0739,0.1104,0.0339
1977.5833,0.1154,0.001,0.0067,0.0,0.1017,0.1132,0.0512,0.0041,0.0634,0.0369,0.0,0.0,0.073,0.1096,0.033
1977.6667,0.1166,0.001,0.0068,0.0,0.1018,0.1136,0.0499,0.004,0.0653,0.0373,0.0,0.0,0.0721,0.1086,0.0321
1977.75,0.1176,0.001,0.0069,0.0,0.1019,0.114,0.0488,0.004,0.0671,0.0377,0.0,0.0,0.0711,0.1076,0.0312
1977.8333,0.1187,0.001,0.0069,0.0,0.1021,0.1144,0.0476,0.0039,0.0691,0.0381,0.0,0.0,0.07,0.1065,0.0302
1977.9167,0.1198,0.001,0.007,0.0,0.1023,0.115,0.0465,0.0038,0.0711,0.0386,0.0,0.0,0.0689,0.1053,0.0293
1978.0,0.1209,0.001,0.0071,0.0,0.1024,0.1155,0.0453,0.0037,0.0731,0.039,0.0,0.0,0.0677,0.104,0.0283
1978.0833,0.1225,0.0011,0.0071,0.0,0.1034,0.117,0.0445,0.0036,0.0756,0.0396,0.0,0.0,0.0654,0.0994,0.0269
1978.1667,0.1241,0.0011,0.0072,0.0,0.1045,0.1185,0.0437,0.0035,0.0781,0.0402,0.0,0.0,0.063,0.0949,0.0256
1978.25,0.1255,0.0011,0.0073,0.0,0.1055,0.12,0.0429,0.0034,0.0806,0.0408,0.0,0.0,0.0605,0.0904,0.0242
1978.3333,0.1269,0.0011,0.0074,0.0,0.1069,0.1219,0.0421,0.0034,0.0827,0.0412,0.0,0.0,0.0582,0.0861,0.023
1978.4167,0.1284,0.0011,0.0075,0.0,0.1099,0.1257,0.042,0.0033,0.0808,0.0405,0.0,0.0,0.0562,0.0824,0.0219
1978.5,0.1297,0.0011,0.0076,0.0,0.1131,0.1296,0.0419,0.0033,0.0789,0.0398,0.0,0.0,0.0543,0.0788,0.0208
1978.5833,0.1309,0.0011,0.0076,0.0,0.1164,0.1337,0.0418,0.0033,0.077,0.0391,0.0,0.0,0.0523,0.0753,0.0198
1978.6667,0.1318,0.0011,0.0077,0.0,0.1198,0.138,0.0416,0.0033,0.0751,0.0383,0.0,0.0,0.0503,0.0718,0.0188
1978.75,0.1326,0.0012,0.0077,0.0,0.1234,0.1425,0.0415,0.0032,0.0732,0.0376,0.0,0.0,0.0484,0.0684,0.0178
1978.8333,0.1332,0.0012,0.0078,0.0,0.1272,0.1472,0.0414,0.0032,0.0713,0.0368,0.0,0.0,0.0465,0.0652,0.0168
1978.9167,0.1336,0.0012,0.0078,0.0,0.131,0.1519,0.0412,0.0032,0.0695,0.0361,0.0,0.0,0.0446,0.0621,0.016
1979.0,0.1338,0.0012,0.0078,0.0,0.1349,0.1568,0.041,0.0031,0.0676,0.0353,0.0,0.0,0.0428,0.0591,0.0151
1979.0833,0.1362,0.0012,0.0079,0.0,0.135,0.1572,0.0405,0.0031,0.067,0.0351,0.0,0.0,0.0418,0.0571,0.0145
1979.1667,0.1386,0.0012,0.0081,0.0,0.1352,0.1575,0.0399,0.003,0.0664,0.035,0.0,0.0,0.0407,0.0552,0.014
1979.25,0.1409,0.0012,0.0082,0.0,0.1353,0.1579,0.0394,0.003,0.0658,0.0348,0.0,0.0,0.0396,0.0532,0.0134
1979.3333,0.1432,0.0012,0.0084,0.0,0.1355,0.1583,0.0388,0.0029,0.0653,0.0346,0.0,0.0,0.0385,0.0513,0.0129
1979.4167,0.1456,0.0013,0.0085,0.0,0.1356,0.1586,0.0382,0.0028,0.0647,0.0344,0.0,0.0,0.0374,0.0494,0.0123
1979.5,0.1479,0.0013,0.0086,0.0,0.1356,0.1589,0.0376,0.0028,0.0642,0.0343,0.0,0.0,0.0363,0.0475,0.0118
1979.5833,0.1502,0.0013,0.0088,0.0,0.1357,0.1591,0.037,0.0027,0.0637,0.0341,0.0,0.0,0.0352,0.0457,0.0113
1979.6667,0.1526,0.0013,0.0089,0.0,0.1357,0.1593,0.0363,0.0027,0.0631,0.0339,0.0,0.0,0.0342,0.044,0.0108
1979.75,0.1549,0.0014,0.009,0.0,0.1357,0.1594,0.0356,0.0026,0.0626,0.0338,0.0,0.0,0.0331,0.0423,0.0103
1979.8333,0.1572,0.0014,0.0092,0.0,0.1356,0.1596,0.0349,0.0025,0.0622,0.0337,0.0,0.0,0.0321,0.0406,0.0099
1979.9167,0.1595,0.0014,0.0093,0.0,0.1356,0.1597,0.0342,0.0025,0.0617,0.0336,0.0,0.0,0.0311,0.039,0.0095
1980.0,0.1618,0.0014,0.0095,0.0,0.1354,0.1597,0.0335,0.0024,0.0613,0.0335,0.0,0.0,0.03,0.0374,0.009
1980.0833,0.1637,0.0014,0.0095,0.0,0.1336,0.1577,0.033,0.0024,0.0622,0.0342,0.0,0.0,0.0297,0.0367,0.0088
1980.1667,0.1656,0.0014,0.0095,0.0,0.1319,0.1557,0.0324,0.0023,0.063,0.035,0.0,0.0,0.0294,0.036,0.0086
1980.25,0.1675,0.0014,0.0095,0.0,0.1301,0.1537,0.0318,0.0023,0.0639,0.0357,0.0,0.0,0.029,0.0352,0.0084
1980.3333,0.1694,0.0014,0.0094,0.0,0.1283,0.1516,0.0313,0.0022,0.0647,0.0365,0.0,0.0,0.0287,0.0345,0.0082
1980.4167,0.1713,0.0014,0.0094,0.0,0.1264,0.1495,0.0306,0.0022,0.0655,0.0374,0.0,0.0,0.0284,0.0338,0.008
1980.5,0.1734,0.0014,0.0094,0.0,0.1246,0.1474,0.03,0.0021,0.0663,0.0382,0.0,0.0,0.028,0.0331,0.0078
1980.5833,0.1755,0.0014,0.0094,0.0,0.1226,0.1452,0.0294,0.0021,0.067,0.039,0.0,0.0,0.0277,0.0324,0.0076
1980.6667,0.1776,0.0013,0.0093,0.0,0.1207,0.1429,0.0288,0.002,0.0677,0.0398,0.0,0.0,0.0273,0.0317,0.0074
1980.75,0.1798,0.0013,0.0093,0.0,0.1187,0.1406,0.0282,0.002,0.0683,0.0406,0.0,0.0,0.0269,0.031,0.0072
1980.8333,0.182,0.0013,0.0092,0.0,0.1167,0.1383,0.0276,0.0019,0.069,0.0413,0.0,0.0,0.0266,0.0303,0.0071
1980.9167,0.1842,0.0013,0.0091,0.0,0.1146,0.136,0.027,0.0019,0.0696,0.0421,0.0,0.0,0.0262,0.0296,0.0069
1981.0,0.1864,0.0013,0.009,0.0,0.1126,0.1336,0.0264,0.0018,0.0703,0.0428,0.0,0.0,0.0258,0.029,0.0067
1981.0833,0.1857,0.0013,0.009,0.0,0.1125,0.1336,0.0262,0.0018,0.0715,0.0438,0.0,0.0,0.0257,0.0286,0.0066
1981.1667,0.1851,0.0012,0.0089,0.0,0.1124,0.1335,0.026,0.0018,0.0727,0.0449,0.0,0.0,0.0256,0.0281,0.0064
1981.25,0.1845,0.0012,0.0089,0.0,0.1123,0.1334,0.0258,0.0018,0.0739,0.046,0.0,0.0,0.0254,0.0277,0.0063
1981.3333,0.1839,0.0012,0.0088,0.0,0.1121,0.1333,0.0256,0.0018,0.0751,0.0472,0.0,0.0,0.0252,0.0272,0.0062
1981.4167,0.1833,0.0012,0.0088,0.0,0.1119,0.1331,0.0253,0.0017,0.0764,0.0484,0.0,0.0,0.025,0.0268,0.0061
1981.5,0.1827,0.0012,0.0087,0.0,0.1117,0.1329,0.025,0.0017,0.0778,0.0497,0.0,0.0,0.0248,0.0263,0.0059
1981.5833,0.182,0.0012,0.0087,0.0,0.1115,0.1327,0.0247,0.0017,0.0793,0.051,0.0,0.0,0.0245,0.0258,0.0058
1981.6667,0.1812,0.0012,0.0086,0.0,0.1113,0.1325,0.0244,0.0017,0.0808,0.0524,0.0,0.0,0.0243,0.0252,0.0057
1981.75,0.1803,0.0011,0.0086,0.0,0.1111,0.1324,0.0241,0.0017,0.0825,0.0538,0.0,0.0,0.024,0.0247,0.0055
1981.8333,0.1793,0.0011,0.0085,0.0,0.1109,0.1322,0.0237,0.0016,0.0843,0.0553,0.0,0.0,0.0237,0.0242,0.0054
1981.9167,0.1774,0.0011,0.0084,0.0,0.1113,0.1327,0.0235,0.0016,0.0864,0.057,0.0,0.0,0.0235,0.0238,0.0053
1982.0,0.1748,0.0011,0.0083,0.0,0.112,0.1336,0.0233,0.0016,0.0888,0.0588,0.0,0.0,0.0234,0.0235,0.0052
1982.0833,0.1728,0.0011,0.0083,0.0,0.1137,0.1357,0.0234,0.0016,0.0888,0.0598,0.0,0.0,0.0234,0.0233,0.0051
1982.1667,0.1707,0.0011,0.0082,0.0,0.1154,0.1377,0.0234,0.0016,0.0888,0.0609,0.0,0.0,0.0234,0.0231,0.0051
1982.25,0.1685,0.0011,0.0081,0.0,0.1171,0.1398,0.0234,0.0016,0.0889,0.062,0.0,0.0,0.0234,0.0229,0.005
1982.3333,0.1662,0.001,0.0081,0.0,0.1188,0.142,0.0234,0.0016,0.089,0.0632,0.0,0.0,0.0234,0.0227,0.0049
1982.4167,0.1639,0.001,0.008,0.0,0.1206,0.1442,0.0234,0.0016,0.0892,0.0643,0.0,0.0,0.0235,0.0225,0.0049
1982.5,0.1615,0.001,0.0079,0.0,0.1226,0.1466,0.0235,0.0016,0.0893,0.0655,0.0,0.0,0.0235,0.0223,0.0048
1982.5833,0.159,0.001,0.0078,0.0,0.1246,0.1491,0.0235,0.0016,0.0894,0.0667,0.0,0.0,0.0235,0.0221,0.0048
1982.6667,0.1564,0.001,0.0077,0.0,0.1267,0.1517,0.0235,0.0016,0.0896,0.0678,0.0,0.0,0.0235,0.0219,0.0047
1982.75,0.1537,0.001,0.0076,0.0,0.1289,0.1544,0.0235,0.0017,0.0897,0.069,0.0,0.0,0.0234,0.0217,0.0046
1982.8333,0.151,0.0009,0.0075,0.0,0.1311,0.1571,0.0235,0.0017,0.0899,0.0702,0.0,0.0,0.0234,0.0214,0.0046
1982.9167,0.1483,0.0009,0.0074,0.0,0.1334,0.1599,0.0235,0.0017,0.0902,0.0714,0.0,0.0,0.0233,0.0212,0.0045
1983.0,0.1455,0.0009,0.0073,0.0,0.1357,0.1627,0.0234,0.0017,0.0904,0.0726,0.0,0.0,0.0232,0.0209,0.0044
1983.0833,0.1445,0.0009,0.0073,0.0,0.137,0.1644,0.0236,0.0017,0.0892,0.0724,0.0,0.0,0.0238,0.0213,0.0045
1983.1667,0.1434,0.0009,0.0073,0.0,0.1384,0.166,0.0238,0.0017,0.088,0.0723,0.0,0.0,0.0244,0.0216,0.0045
1983.25,0.1424,0.0009,0.0074,0.0,0.1397,0.1675,0.0239,0.0017,0.087,0.0722,0.0,0.0,0.025,0.0219,0.0046
1983.3333,0.1413,0.0009,0.0074,0.0,0.1409,0.1691,0.0241,0.0017,0.0859,0.0721,0.0,0.0,0.0256,0.0222,0.0046
1983.4167,0.1402,0.0009,0.0074,0.0,0.1422,0.1707,0.0242,0.0017,0.0849,0.0721,0.0,0.0,0.0261,0.0224,0.0047
1983.5,0.139,0.0009,0.0074,0.0,0.1436,0.1723,0.0243,0.0017,0.084,0.0721,0.0,0.0,0.0267,0.0227,0.0047
1983.5833,0.1377,0.0009,0.0074,0.0,0.145,0.174,0.0245,0.0018,0.0831,0.0721,0.0,0.0,0.0273,0.0229,0.0047
1983.6667,0.1364,0.0009,0.0074,0.0,0.1464,0.1758,0.0246,0.0018,0.0822,0.0721,0.0,0.0,0.0278,0.0232,0.0048
1983.75,0.1349,0.0009,0.0074,0.0,0.148,0.1776,0.0247,0.0018,0.0814,0.0722,0.0,0.0,0.0284,0.0234,0.0048
1983.8333,0.1334,0.0009,0.0074,0.0,0.1495,0.1796,0.0249,0.0018,0.0806,0.0723,0.0,0.0,0.0289,0.0236,0.0048
1983.9167,0.1317,0.0009,0.0073,0.0,0.1512,0.1816,0.025,0.0018,0.0798,0.0725,0.0,0.0,0.0295,0.0238,0.0048
1984.0,0.1299,0.0009,0.0073,0.0,0.1529,0.1837,0.0252,0.0018,0.0792,0.0727,0.0,0.0,0.03,0.0241,0.0049
1984.0833,0.1301,0.0009,0.0074,0.0,0.1508,0.1811,0.0251,0.0018,0.0798,0.0742,0.0,0.0,0.0311,0.0247,0.005
1984.1667,0.1302,0.0009,0.0075,0.0,0.1488,0.1786,0.025,0.0018,0.0805,0.0758,0.0,0.0,0.0322,0.0253,0.0051
1984.25,0.1302,0.001,0.0076,0.0,0.1468,0.1763,0.025,0.0018,0.0812,0.0773,0.0,0.0,0.0333,0.0259,0.0052
1984.3333,0.1301,0.001,0.0077,0.0,0.1451,0.1742,0.0249,0.0018,0.0819,0.0787,0.0,0.0,0.0345,0.0266,0.0053
1984.4167,0.1299,0.001,0.0077,0.0,0.1434,0.1722,0.0249,0.0018,0.0824,0.0801,0.0,0.0,0.0357,0.0272,0.0054
1984.5,0.1296,0.001,0.0078,0.0,0.1419,0.1704,0.0248,0.0018,0.0829,0.0814,0.0,0.0,0.0369,0.0279,0.0055
1984.5833,0.1293,0.001,0.0079,0.0,0.1406,0.1689,0.0248,0.0018,0.0833,0.0826,0.0,0.0,0.0382,0.0285,0.0056
1984.6667,0.1289,0.001,0.0079,0.0,0.1394,0.1674,0.0247,0.0018,0.0836,0.0837,0.0,0.0,0.0394,0.0292,0.0057
1984.75,0.1286,0.001,0.0079,0.0,0.1383,0.1661,0.0247,0.0018,0.0838,0.0847,0.0,0.0,0.0406,0.0298,0.0058
1984.8333,0.1282,0.001,0.008,0.0,0.1373,0.1649,0.0246,0.0018,0.084,0.0857,0.0,0.0,0.0418,0.0304,0.0059
