,DENV1_I,DENV1_II,DENV1_IV,DENV1_V,DENV2_ASIANAMERICAN,DENV2_ASIANI,DENV2_COSMOPOLITAN,DENV2_SYLVATIC,DENV3_I,DENV3_II,DENV3_III,DENV3_IV,DENV4_I,DENV4_II,DENV4_SYLVATIC
1976.4167,0.1442,0.0012,0.0188,0.008,0.097,0.0574,0.0954,0.0274,0.071,0.0181,0.0009,0.0024,0.0317,0.1342,0.0227
1976.5,0.1441,0.0012,0.0186,0.0081,0.0972,0.0577,0.0941,0.0276,0.0716,0.018,0.0008,0.0023,0.0324,0.1339,0.0216
1976.5833,0.144,0.0011,0.0184,0.0082,0.0973,0.058,0.0927,0.0277,0.0722,0.0179,0.0008,0.0022,0.0332,0.1335,0.0206
1976.6667,0.1439,0.0011,0.0182,0.0083,0.0975,0.0583,0.0914,0.0279,0.0728,0.0178,0.0008,0.0021,0.0341,0.1332,0.0197
1976.75,0.1439,0.0011,0.018,0.0084,0.0976,0.0585,0.09,0.028,0.0733,0.0177,0.0008,0.002,0.0351,0.1329,0.0188
1976.8333,0.1439,0.0011,0.0178,0.0085,0.0977,0.0587,0.0887,0.0281,0.0738,0.0176,0.0008,0.002,0.0361,0.1328,0.0179
1976.9167,0.144,0.0011,0.0175,0.0087,0.0976,0.0588,0.0873,0.0282,0.0744,0.0175,0.0008,0.0019,0.0372,0.1329,0.0171
1977.0,0.1443,0.0011,0.0173,0.0088,0.0974,0.0588,0.0859,0.0283,0.0749,0.0173,0.0008,0.0018,0.0382,0.1333,0.0164
1977.0833,0.1451,0.0011,0.0173,0.0089,0.0971,0.0586,0.0857,0.0289,0.0764,0.0174,0.0008,0.0018,0.0384,0.1356,0.0159
1977.1667,0.146,0.0011,0.0173,0.009,0.0966,0.0584,0.0853,0.0294,0.078,0.0174,0.0008,0.0017,0.0386,0.1383,0.0154
1977.25,0.1469,0.0011,0.0173,0.0092,0.096,0.058,0.0849,0.03,0.0796,0.0175,0.0008,0.0017,0.039,0.1413,0.0149
1977.3333,0.1479,0.001,0.0173,0.0093,0.0952,0.0575,0.0844,0.0305,0.0813,0.0175,0.0008,0.0016,0.0394,0.1447,0.0145
1977.4167,0.1489,0.001,0.0173,0.0094,0.0942,0.057,0.0837,0.0309,0.083,0.0176,0.0008,0.0016,0.04,0.1484,0.0142
1977.5,0.1499,0.001,0.0173,0.0095,0.0932,0.0564,0.0829,0.0313,0.0848,0.0177,0.0008,0.0015,0.0406,0.1524,0.0138
1977.5833,0.1509,0.001,0.0173,0.0096,0.0921,0.0558,0.082,0.0317,0.0865,0.0177,0.0008,0.0015,0.0414,0.1567,0.0134
1977.6667,0.1518,0.001,0.0172,0.0098,0.0909,0.0552,0.0809,0.032,0.0882,0.0177,0.0008,0.0014,0.0422,0.1613,0.0131
1977.75,0.1527,0.001,0.0172,0.0099,0.0897,0.0546,0.0798,0.0323,0.0898,0.0178,0.0008,0.0014,0.0431,0.1661,0.0127
1977.8333,0.1535,0.001,0.0171,0.01,0.0886,0.054,0.0786,0.0326,0.0914,0.0178,0.0008,0.0014,0.0441,0.1711,0.0123
1977.9167,0.1543,0.001,0.0171,0.0101,0.0874,0.0534,0.0774,0.0329,0.0928,0.0178,0.0008,0.0013,0.0451,0.1761,0.0119
1978.0,0.155,0.001,0.017,0.0102,0.0862,0.0528,0.076,0.0332,0.0942,0.0178,0.0008,0.0013,0.0463,0.1813,0.0114
1978.0833,0.158,0.001,0.0171,0.0105,0.0856,0.0526,0.0733,0.0338,0.097,0.018,0.0008,0.0013,0.0469,0.1803,0.0109
1978.1667,0.1609,0.0011,0.0172,0.0107,0.085,0.0524,0.0708,0.0343,0.0997,0.0183,0.0008,0.0012,0.0476,0.1791,0.0104
1978.25,0.1597,0.0011,0.0171,0.0106,0.0854,0.0528,0.0691,0.0353,0.1021,0.0185,0.0008,0.0012,0.0486,0.1787,0.01
1978.3333,0.1567,0.0011,0.0168,0.0104,0.0863,0.0536,0.068,0.0366,0.1038,0.0186,0.0008,0.0012,0.0497,0.1789,0.0096
1978.4167,0.1534,0.0011,0.0165,0.01,0.0885,0.0551,0.0678,0.0384,0.1011,0.0184,0.0008,0.0011,0.0512,0.1802,0.0093
1978.5,0.1501,0.0011,0.0162,0.0097,0.0906,0.0565,0.0676,0.0402,0.0984,0.0181,0.0008,0.0011,0.0527,0.1816,0.009
1978.5833,0.1469,0.001,0.016,0.0095,0.0929,0.0581,0.0675,0.0422,0.0956,0.0179,0.0008,0.001,0.0541,0.1821,0.0087
1978.6667,0.1443,0.001,0.0157,0.0092,0.0957,0.0601,0.0678,0.0445,0.0931,0.0177,0.0008,0.0009,0.055,0.18,0.0083
1978.75,0.1417,0.001,0.0155,0.009,0.0984,0.062,0.0679,0.0469,0.0906,0.0175,0.0008,0.0009,0.056,0.1779,0.0079
1978.8333,0.1392,0.001,0.0153,0.0087,0.101,0.0639,0.068,0.0493,0.0882,0.0173,0.0008,0.0009,0.0569,0.176,0.0076
1978.9167,0.1369,0.001,0.0151,0.0085,0.1036,0.0658,0.068,0.0517,0.0859,0.017,0.0007,0.0008,0.0579,0.1742,0.0072
1979.0,0.1347,0.001,0.0149,0.0083,0.1062,0.0677,0.0679,0.0543,0.0836,0.0168,0.0007,0.0008,0.0588,0.1721,0.0068
1979.0833,0.1354,0.001,0.015,0.0083,0.1064,0.0679,0.0677,0.0574,0.0832,0.0169,0.0007,0.0007,0.0579,0.1679,0.0065
1979.1667,0.1363,0.0011,0.0152,0.0083,0.1065,0.0679,0.0675,0.0606,0.0828,0.017,0.0007,0.0007,0.057,0.1638,0.0061
1979.25,0.1374,0.0011,0.0153,0.0083,0.1065,0.0679,0.0672,0.0638,0.0824,0.0172,0.0007,0.0007,0.0562,0.1597,0.0058
1979.3333,0.1386,0.0011,0.0155,0.0083,0.1064,0.0678,0.0668,0.067,0.082,0.0173,0.0007,0.0007,0.0554,0.1556,0.0055
1979.4167,0.14,0.0012,0.0156,0.0083,0.1062,0.0676,0.0664,0.0703,0.0816,0.0175,0.0007,0.0006,0.0547,0.1516,0.0052
1979.5,0.1416,0.0012,0.0158,0.0083,0.1059,0.0673,0.0658,0.0736,0.0812,0.0177,0.0007,0.0006,0.0539,0.1476,0.0049
1979.5833,0.1435,0.0012,0.016,0.0084,0.1055,0.067,0.0651,0.0769,0.0808,0.0179,0.0007,0.0006,0.0533,0.1438,0.0046
1979.6667,0.1455,0.0013,0.0162,0.0084,0.105,0.0667,0.0644,0.0802,0.0804,0.018,0.0007,0.0005,0.0526,0.1401,0.0043
1979.75,0.1478,0.0013,0.0163,0.0085,0.1045,0.0662,0.0635,0.0836,0.0798,0.0182,0.0007,0.0005,0.052,0.1365,0.0041
1979.8333,0.1502,0.0013,0.0165,0.0085,0.1038,0.0658,0.0626,0.0869,0.0792,0.0183,0.0007,0.0005,0.0515,0.1333,0.0039
1979.9167,0.1528,0.0013,0.0167,0.0086,0.103,0.0653,0.0616,0.0902,0.0785,0.0184,0.0007,0.0005,0.051,0.1304,0.0036
1980.0,0.1559,0.0014,0.0168,0.0087,0.1036,0.0656,0.0614,0.0948,0.0779,0.0186,0.0007,0.0004,0.0467,0.1244,0.0034
1980.0833,0.1577,0.0014,0.017,0.0087,0.1027,0.0648,0.0616,0.0979,0.0779,0.0189,0.0007,0.0004,0.0439,0.123,0.0032
1980.1667,0.1596,0.0014,0.0171,0.0088,0.1017,0.0638,0.0617,0.1008,0.0778,0.0192,0.0007,0.0004,0.0414,0.122,0.0031
1980.25,0.1615,0.0014,0.0172,0.0088,0.1005,0.0628,0.0617,0.1036,0.0777,0.0195,0.0007,0.0004,0.0392,0.1215,0.0029
1980.3333,0.1639,0.0014,0.0174,0.0089,0.0992,0.0617,0.0615,0.1049,0.0777,0.0199,0.0007,0.0004,0.0373,0.122,0.0028
1980.4167,0.1672,0.0015,0.0177,0.009,0.0976,0.0605,0.0611,0.1035,0.0781,0.0204,0.0007,0.0004,0.0359,0.1236,0.0027
1980.5,0.1706,0.0015,0.0179,0.0091,0.096,0.0593,0.0605,0.102,0.0784,0.0209,0.0007,0.0004,0.0346,0.1259,0.0027
1980.5833,0.1741,0.0015,0.0182,0.0092,0.0942,0.058,0.0598,0.1002,0.0787,0.0214,0.0007,0.0003,0.0336,0.1286,0.0026
1980.6667,0.1778,0.0015,0.0185,0.0093,0.0923,0.0566,0.059,0.0983,0.079,0.0219,0.0007,0.0003,0.0327,0.132,0.0026
1980.75,0.1816,0.0016,0.0187,0.0095,0.0903,0.0552,0.058,0.0961,0.0793,0.0224,0.0007,0.0003,0.0319,0.1358,0.0026
1980.8333,0.1857,0.0016,0.019,0.0096,0.0881,0.0537,0.0568,0.0938,0.0795,0.0229,0.0007,0.0003,0.0312,0.1401,0.0025
1980.9167,0.1901,0.0016,0.0193,0.0097,0.0858,0.0522,0.0556,0.0914,0.0796,0.0234,0.0007,0.0003,0.0305,0.1447,0.0025
1981.0,0.1955,0.0017,0.0197,0.0099,0.0833,0.0505,0.0541,0.0871,0.08,0.024,0.0007,0.0003,0.0299,0.1501,0.0025
1981.0833,0.1915,0.0017,0.0196,0.0098,0.0833,0.0504,0.0544,0.0841,0.0801,0.0246,0.0007,0.0003,0.0301,0.1598,0.0026
1981.1667,0.1877,0.0017,0.0195,0.0096,0.0832,0.0503,0.0545,0.0811,0.0801,0.0252,0.0007,0.0003,0.0303,0.1699,0.0026
1981.25,0.1841,0.0017,0.0194,0.0095,0.083,0.05,0.0546,0.078,0.08,0.0257,0.0007,0.0003,0.0303,0.1803,0.0027
1981.3333,0.1807,0.0017,0.0193,0.0093,0.0826,0.0497,0.0546,0.075,0.0799,0.0262,0.0007,0.0002,0.0303,0.1912,0.0027
1981.4167,0.1774,0.0017,0.0192,0.0092,0.0822,0.0493,0.0545,0.0719,0.0796,0.0267,0.0007,0.0002,0.0303,0.2024,0.0028
1981.5,0.1743,0.0016,0.0191,0.0091,0.0816,0.0488,0.0542,0.0688,0.0793,0.0272,0.0007,0.0002,0.0302,0.2139,0.0028
1981.5833,0.1713,0.0016,0.019,0.0089,0.0809,0.0483,0.0539,0.0658,0.0788,0.0276,0.0007,0.0002,0.0301,0.2259,0.0028
1981.6667,0.1685,0.0016,0.0189,0.0088,0.0804,0.0479,0.0536,0.0629,0.0782,0.0281,0.0007,0.0002,0.0298,0.237,0.0028
1981.75,0.1662,0.0016,0.0188,0.0087,0.0803,0.0477,0.0534,0.0604,0.0778,0.0287,0.0007,0.0002,0.0295,0.2455,0.0028
1981.8333,0.1643,0.0016,0.0188,0.0087,0.0806,0.0477,0.0535,0.0583,0.0775,0.0293,0.0007,0.0002,0.029,0.2518,0.0027
1981.9167,0.1611,0.0016,0.0186,0.0085,0.0816,0.0481,0.0539,0.0567,0.0771,0.0299,0.0007,0.0002,0.0285,0.2572,0.0027
1982.0,0.157,0.0016,0.0184,0.0084,0.0827,0.0486,0.0543,0.0549,0.0767,0.0304,0.0007,0.0002,0.028,0.2633,0.0027
1982.0833,0.1575,0.0016,0.0187,0.0085,0.0847,0.05,0.0559,0.0521,0.0764,0.0314,0.0007,0.0002,0.0274,0.2584,0.0026
1982.1667,0.1582,0.0016,0.0191,0.0086,0.0867,0.0514,0.0575,0.0493,0.076,0.0324,0.0007,0.0002,0.0268,0.2535,0.0025
1982.25,0.159,0.0016,0.0194,0.0088,0.0889,0.0529,0.0592,0.0466,0.0755,0.0334,0.0007,0.0002,0.0261,0.2476,0.0024
1982.3333,0.1604,0.0017,0.0198,0.0089,0.0916,0.0547,0.0613,0.0442,0.0752,0.0344,0.0007,0.0002,0.0252,0.2385,0.0023
1982.4167,0.1618,0.0017,0.0201,0.0091,0.0943,0.0566,0.0634,0.0417,0.0749,0.0355,0.0007,0.0001,0.0244,0.2294,0.0022
1982.5,0.1631,0.0017,0.0205,0.0092,0.0971,0.0585,0.0656,0.0393,0.0745,0.0365,0.0007,0.0001,0.0235,0.2203,0.0021
1982.5833,0.1643,0.0017,0.0208,0.0094,0.0998,0.0605,0.0679,0.0369,0.0742,0.0375,0.0007,0.0001,0.0226,0.2112,0.002
1982.6667,0.1654,0.0018,0.0211,0.0095,0.1025,0.0625,0.0702,0.0345,0.074,0.0384,0.0007,0.0001,0.0217,0.202,0.0019
1982.75,0.1668,0.0018,0.0214,0.0096,0.1059,0.0651,0.0731,0.0323,0.0739,0.0396,0.0007,0.0001,0.0205,0.1889,0.0018
1982.8333,0.1679,0.0018,0.0217,0.0098,0.1092,0.0678,0.076,0.0301,0.0739,0.0407,0.0007,0.0001,0.0194,0.1762,0.0017
1982.9167,0.1686,0.0018,0.0218,0.0099,0.1125,0.0706,0.0789,0.0279,0.0738,0.0419,0.0007,0.0001,0.0183,0.1639,0.0015
1983.0,0.1635,0.0018,0.0214,0.0097,0.1173,0.0746,0.083,0.0261,0.0734,0.043,0.0007,0.0001,0.0173,0.1531,0.0014
1983.0833,0.1596,0.0018,0.0213,0.0096,0.118,0.0753,0.0878,0.0249,0.0715,0.0427,0.0007,0.0001,0.0172,0.1493,0.0014
1983.1667,0.157,0.0018,0.0213,0.0096,0.1179,0.0756,0.0896,0.0236,0.0703,0.0428,0.0007,0.0001,0.0172,0.147,0.0014
1983.25,0.1545,0.0018,0.0213,0.0096,0.1176,0.0758,0.0913,0.0223,0.0691,0.0429,0.0007,0.0001,0.0173,0.1445,0.0013
1983.3333,0.1522,0.0018,0.0214,0.0097,0.118,0.0766,0.0935,0.0212,0.0681,0.0431,0.0007,0.0001,0.0171,0.1386,0.0013
1983.4167,0.1498,0.0018,0.0214,0.0097,0.1183,0.0773,0.0954,0.02,0.0671,0.0433,0.0007,0.0001,0.0169,0.1332,0.0012
1983.5,0.1475,0.0018,0.0214,0.0097,0.1182,0.0779,0.0971,0.0188,0.0662,0.0435,0.0007,0.0001,0.0167,0.1281,0.0012
1983.5833,0.145,0.0018,0.0213,0.0097,0.1179,0.0784,0.0984,0.0175,0.0654,0.0438,0.0008,0.0001,0.0165,0.1234,0.0012
1983.6667,0.1425,0.0018,0.0212,0.0097,0.1173,0.0789,0.0995,0.0163,0.0646,0.0442,0.0008,0.0001,0.0164,0.1191,0.0011
1983.75,0.1399,0.0018,0.0211,0.0097,0.1164,0.0793,0.1003,0.015,0.064,0.0447,0.0008,0.0001,0.0163,0.1152,0.0011
1983.8333,0.137,0.0018,0.0209,0.0096,0.1152,0.0797,0.1008,0.0138,0.0635,0.0452,0.0008,0.0001,0.0161,0.1115,0.0011
1983.9167,0.134,0.0018,0.0207,0.0096,0.1136,0.08,0.1011,0.0126,0.0632,0.0459,0.0008,0.0001,0.016,0.1082,0.001
1984.0,0.133,0.0018,0.0207,0.0097,0.1116,0.0802,0.1008,0.0114,0.064,0.0473,0.0008,0.0001,0.0162,0.107,0.001
1984.0833,0.1354,0.0019,0.0213,0.01,0.1103,0.078,0.0996,0.0107,0.0646,0.0477,0.0008,0.0001,0.017,0.1099,0.0011
1984.1667,0.1376,0.0019,0.0218,0.0104,0.1089,0.0757,0.0983,0.0099,0.0653,0.0481,0.0008,0.0001,0.0178,0.1131,0.0011
1984.25,0.1396,0.002,0.0223,0.0107,0.1074,0.0735,0.0969,0.0092,0.066,0.0486,0.0008,0.0001,0.0187,0.1165,0.0011
1984.3333,0.1414,0.002,0.0228,0.011,0.1058,0.0713,0.0954,0.0085,0.0668,0.0491,0.0008,0.0001,0.0197,0.1201,0.0011
