,DENV1_I,DENV1_II,DENV1_IV,DENV1_V,DENV2_ASIANAMERICAN,DENV2_ASIANI,DENV2_COSMOPOLITAN,DENV2_SYLVATIC,DENV3_I,DENV3_II,DENV3_III,DENV3_IV,DENV4_I,DENV4_II,DENV4_SYLVATIC
1971.6667,0.1183,0.0,0.0124,0.0653,0.1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.5093,0.0001
1971.75,0.1183,0.0,0.0124,0.0653,0.1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.5093,0.0001
1971.8333,0.1183,0.0,0.0124,0.0653,0.1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.5093,0.0001
1971.9167,0.1183,0.0,0.0124,0.0653,0.1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.5093,0.0001
1972.0,0.1183,0.0,0.0124,0.0653,0.1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.5093,0.0001
1972.0833,0.1183,0.0,0.0124,0.0653,0.1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.5093,0.0001
1972.1667,0.1183,0.0,0.0124,0.0653,0.1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.5093,0.0001
1972.25,0.1183,0.0,0.0124,0.0653,0.1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.5093,0.0001
1972.3333,0.1183,0.0,0.0124,0.0653,0.1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.5093,0.0001
1972.4167,0.1183,0.0,0.0124,0.0653,0.1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.5093,0.0001
1972.5,0.1183,0.0,0.0124,0.0653,0.1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.5093,0.0001
1972.5833,0.1183,0.0,0.0124,0.0653,0.1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.5093,0.0001
1972.6667,0.1183,0.0,0.0124,0.0653,0.1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.5093,0.0001
1972.75,0.1183,0.0,0.0124,0.0653,0.1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.5093,0.0001
1972.8333,0.1183,0.0,0.0124,0.0653,0.1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.5093,0.0001
1972.9167,0.1183,0.0,0.0124,0.0653,0.1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.5093,0.0001
1973.0,0.1183,0.0,0.0124,0.0653,0.1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.5093,0.0001
1973.0833,0.1183,0.0,0.0124,0.0653,0.1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.5093,0.0001
1973.1667,0.1183,0.0,0.0124,0.0653,0.1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.5093,0.0001
1973.25,0.1183,0.0,0.0124,0.0653,0.1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.5093,0.0001
1973.3333,0.1183,0.0,0.0124,0.0653,0.1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.5093,0.0001
1973.4167,0.1183,0.0,0.0124,0.0653,0.1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.5093,0.0001
1973.5,0.1183,0.0,0.0124,0.0653,0.1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.5093,0.0001
1973.5833,0.1183,0.0,0.0124,0.0653,0.1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.5093,0.0001
1973.6667,0.1183,0.0,0.0124,0.0653,0.1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.5093,0.0001
1973.75,0.1183,0.0,0.0124,0.0653,0.1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.5093,0.0001
1973.8333,0.1183,0.0,0.0124,0.0653,0.1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.5093,0.0001
1973.9167,0.1183,0.0,0.0124,0.0653,0.1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.5093,0.0001
1974.0,0.1183,0.0,0.0124,0.0653,0.1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.5093,0.0001
1974.0833,0.1183,0.0,0.0124,0.0653,0.1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.5093,0.0001
1974.1667,0.1183,0.0,0.0124,0.0653,0.1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.5093,0.0001
1974.25,0.1183,0.0,0.0124,0.0653,0.1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.5093,0.0001
1974.3333,0.1183,0.0,0.0124,0.0653,0.1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.5093,0.0001
1974.4167,0.1183,0.0,0.0124,0.0653,0.1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.5093,0.0001
1974.5,0.1183,0.0,0.0124,0.0653,0.1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.5093,0.0001
1974.5833,0.1183,0.0,0.0124,0.0653,0.1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.5093,0.0001
1974.6667,0.1183,0.0,0.0124,0.0653,0.1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.5093,0.0001
1974.75,0.1183,0.0,0.0124,0.0653,0.1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.5093,0.0001
1974.8333,0.1183,0.0,0.0124,0.0653,0.1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.5093,0.0001
1974.9167,0.1183,0.0,0.0124,0.0653,0.1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.5093,0.0001
1975.0,0.1183,0.0,0.0124,0.0653,0.1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.5093,0.0001
1975.0833,0.1183,0.0,0.0124,0.0653,0.1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.5093,0.0001
1975.1667,0.1183,0.0,0.0124,0.0653,0.1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.5093,0.0001
1975.25,0.1183,0.0,0.0124,0.0653,0.1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.5093,0.0001
1975.3333,0.1183,0.0,0.0124,0.0653,0.1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.5093,0.0001
1975.4167,0.1183,0.0,0.0124,0.0653,0.1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.5093,0.0001
1975.5,0.1183,0.0,0.0124,0.0653,0.1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.5093,0.0001
1975.5833,0.1183,0.0,0.0124,0.0653,0.1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.5093,0.0001
1975.6667,0.1183,0.0,0.0124,0.0653,0.1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.5093,0.0001
1975.75,0.1183,0.0,0.0124,0.0653,0.1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.5093,0.0001
1975.8333,0.1183,0.0,0.0124,0.0653,0.1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.5093,0.0001
1975.9167,0.1183,0.0,0.0124,0.0653,0.1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.5093,0.0001
1976.0,0.1183,0.0,0.0124,0.0653,0.1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.5093,0.0001
1976.0833,0.1183,0.0,0.0124,0.0653,0.1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.5093,0.0001
1976.1667,0.1183,0.0,0.0124,0.0653,0.1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.5093,0.0001
1976.25,0.1183,0.0,0.0124,0.0653,0.1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.5093,0.0001
1976.3333,0.1183,0.0,0.0124,0.0653,0.1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.5093,0.0001
1976.4167,0.1183,0.0,0.0124,0.0653,0.1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.5093,0.0001
1976.5,0.1183,0.0,0.0124,0.0653,0.1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.5093,0.0001
1976.5833,0.1183,0.0,0.0124,0.0653,0.1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.5093,0.0001
1976.6667,0.1183,0.0,0.0124,0.0653,0.1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.5093,0.0001
1976.75,0.1183,0.0,0.0124,0.0653,0.1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.5093,0.0001
1976.8333,0.1183,0.0,0.0124,0.0653,0.1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.5093,0.0001
1976.9167,0.1183,0.0,0.0124,0.0653,0.1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.5093,0.0001
1977.0,0.1183,0.0,0.0124,0.0653,0.1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.5093,0.0001
1977.0833,0.1183,0.0,0.0124,0.0653,0.1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.5093,0.0001
1977.1667,0.1183,0.0,0.0124,0.0653,0.1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.5093,0.0001
1977.25,0.1183,0.0,0.0124,0.0653,0.1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.5093,0.0001
1977.3333,0.1183,0.0,0.0124,0.0653,0.1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.5093,0.0001
1977.4167,0.1183,0.0,0.0124,0.0653,0.1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.5093,0.0001
1977.5,0.1183,0.0,0.0124,0.0653,0.1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.5093,0.0001
1977.5833,0.1183,0.0,0.0124,0.0653,0.1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.5093,0.0001
1977.6667,0.1183,0.0,0.0124,0.0653,0.1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.5093,0.0001
1977.75,0.1183,0.0,0.0124,0.0653,0.1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.5093,0.0001
1977.8333,0.1183,0.0,0.0124,0.0653,0.1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.5093,0.0001
1977.9167,0.1183,0.0,0.0124,0.0653,0.1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.5093,0.0001
1978.0,0.1183,0.0,0.0124,0.0653,0.1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.5093,0.0001
1978.0833,0.1183,0.0,0.0124,0.0653,0.1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.5093,0.0001
1978.1667,0.1183,0.0,0.0124,0.0653,0.1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.5093,0.0001
1978.25,0.1183,0.0,0.0124,0.0653,0.1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.5093,0.0001
1978.3333,0.1183,0.0,0.0124,0.0653,0.1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.5093,0.0001
1978.4167,0.1183,0.0,0.0124,0.0653,0.1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.5093,0.0001
1978.5,0.1183,0.0,0.0124,0.0653,0.1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.5093,0.0001
1978.5833,0.1183,0.0,0.0124,0.0653,0.1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.5093,0.0001
1978.6667,0.1183,0.0,0.0124,0.0653,0.1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.5093,0.0001
1978.75,0.1183,0.0,0.0124,0.0653,0.1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.5093,0.0001
1978.8333,0.1183,0.0,0.0124,0.0653,0.1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.5093,0.0001
1978.9167,0.1183,0.0,0.0124,0.0653,0.1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.5093,0.0001
1979.0,0.1183,0.0,0.0124,0.0653,0.1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.5093,0.0001
1979.0833,0.1183,0.0,0.0124,0.0653,0.1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.5093,0.0001
1979.1667,0.1183,0.0,0.0124,0.0653,0.1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.5093,0.0001
1979.25,0.1183,0.0,0.0124,0.0653,0.1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.5093,0.0001
1979.3333,0.1183,0.0,0.0124,0.0653,0.1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.5093,0.0001
1979.4167,0.1183,0.0,0.0124,0.0653,0.1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.5093,0.0001
1979.5,0.1183,0.0,0.0124,0.0653,0.1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.5093,0.0001
1979.5833,0.1183,0.0,0.0124,0.0653,0.1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.5093,0.0001
1979.6667,0.1183,0.0,0.0124,0.0653,0.1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.5093,0.0001
1979.75,0.1183,0.0,0.0124,0.0653,0.1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.5093,0.0001
1979.8333,0.1183,0.0,0.0124,0.0653,0.1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.5093,0.0001
1979.9167,0.1183,0.0,0.0124,0.0653,0.1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.5093,0.0001
1980.0,0.1183,0.0,0.0124,0.0653,0.1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.5093,0.0001
1980.0833,0.1183,0.0,0.0124,0.0653,0.1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.5093,0.0001
1980.1667,0.1183,0.0,0.0124,0.0653,0.1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.5093,0.0001
1980.25,0.1183,0.0,0.0124,0.0653,0.1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.5093,0.0001
1980.3333,0.1183,0.0,0.0124,0.0653,0.1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.5093,0.0001
1980.4167,0.1183,0.0,0.0124,0.0653,0.1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.5093,0.0001
1980.5,0.1183,0.0,0.0124,0.0653,0.1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.5093,0.0001
1980.5833,0.1183,0.0,0.0124,0.0653,0.1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.5093,0.0001
1980.6667,0.1183,0.0,0.0124,0.0653,0.1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.5093,0.0001
1980.75,0.1183,0.0,0.0124,0.0653,0.1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.5093,0.0001
1980.8333,0.1183,0.0,0.0124,0.0653,0.1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.5093,0.0001
1980.9167,0.1183,0.0,0.0124,0.0653,0.1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.5093,0.0001
1981.0,0.1183,0.0,0.0124,0.0653,0.1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.5093,0.0001
1981.0833,0.1183,0.0,0.0124,0.0653,0.1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.5093,0.0001
1981.1667,0.1183,0.0,0.0124,0.0653,0.1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.5093,0.0001
1981.25,0.1183,0.0,0.0124,0.0653,0.1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.5093,0.0001
1981.3333,0.1183,0.0,0.0124,0.0653,0.1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.5093,0.0001
1981.4167,0.1183,0.0,0.0124,0.0653,0.1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.5093,0.0001
1981.5,0.1183,0.0,0.0124,0.0653,0.1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.5093,0.0001
1981.5833,0.1183,0.0,0.0124,0.0653,0.1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.5093,0.0001
1981.6667,0.1183,0.0,0.0124,0.0653,0.1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.5093,0.0001
1981.75,0.1183,0.0,0.0124,0.0653,0.1354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.5095,0.0001
1981.8333,0.1184,0.0,0.0124,0.0653,0.1351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.5098,0.0001
1981.9167,0.1185,0.0,0.0124,0.0654,0.1347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.5103,0.0001
1982.0,0.1187,0.0,0.0124,0.0655,0.1342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.511,0.0001
1982.0833,0.1207,0.0,0.0126,0.0666,0.1369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.5018,0.0001
1982.1667,0.1228,0.0,0.0128,0.0678,0.1395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4928,0.0
1982.25,0.125,0.0,0.0131,0.069,0.1423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4832,0.0
1982.3333,0.1276,0.0,0.0133,0.0704,0.1459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4712,0.0
1982.4167,0.1302,0.0,0.0136,0.0719,0.1494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4594,0.0
1982.5,0.1328,0.0,0.0139,0.0733,0.1528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.448,0.0
1982.5833,0.1353,0.0,0.0141,0.0747,0.1561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4367,0.0
1982.6667,0.1378,0.0,0.0144,0.076,0.1593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4258,0.0
1982.75,0.1402,0.0,0.0146,0.0774,0.1624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.415,0.0
1982.8333,0.1427,0.0,0.0149,0.0788,0.1654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4045,0.0
1982.9167,0.1451,0.0,0.0152,0.0801,0.1682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3943,0.0
1983.0,0.1475,0.0,0.0154,0.0814,0.171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3843,0.0
1983.0833,0.1498,0.0,0.0156,0.0827,0.1737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3746,0.0
1983.1667,0.1521,0.0,0.0159,0.084,0.1763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3652,0.0
1983.25,0.1544,0.0,0.0161,0.0852,0.1788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3559,0.0
1983.3333,0.1566,0.0,0.0164,0.0864,0.1813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3468,0.0
1983.4167,0.1587,0.0,0.0166,0.0876,0.1838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3379,0.0
1983.5,0.1608,0.0,0.0168,0.0888,0.1863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.329,0.0
1983.5833,0.1628,0.0,0.017,0.0899,0.1889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3202,0.0
1983.6667,0.1647,0.0,0.0172,0.0909,0.1914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3115,0.0
1983.75,0.1666,0.0,0.0174,0.092,0.194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.303,0.0
1983.8333,0.1685,0.0,0.0176,0.093,0.1965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2946,0.0
1983.9167,0.1703,0.0,0.0178,0.094,0.1989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2864,0.0
1984.0,0.1721,0.0,0.018,0.095,0.2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2784,0.0
1984.0833,0.1738,0.0,0.0182,0.096,0.2035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2706,0.0
1984.1667,0.1755,0.0,0.0183,0.0969,0.2058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2629,0.0
1984.25,0.1771,0.0,0.0185,0.0978,0.2082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2554,0.0
1984.3333,0.1786,0.0,0.0187,0.0986,0.2105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2479,0.0
1984.4167,0.18,0.0,0.0188,0.0994,0.2129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2406,0.0
1984.5,0.1813,0.0,0.0189,0.1001,0.2153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2334,0.0
1984.5833,0.1826,0.0,0.0191,0.1008,0.2177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2264,0.0
1984.6667,0.1839,0.0,0.0192,0.1015,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2195,0.0
1984.75,0.1851,0.0,0.0193,0.1022,0.2221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2129,0.0
1984.8333,0.1864,0.0,0.0195,0.1029,0.2242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2065,0.0
1984.9167,0.1875,0.0,0.0196,0.1035,0.2263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2004,0.0
1985.0,0.1885,0.0,0.0197,0.1041,0.2282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1946,0.0
1985.0833,0.1894,0.0,0.0198,0.1045,0.2302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1893,0.0
1985.1667,0.19,0.0,0.0198,0.1049,0.2322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1842,0.0
1985.25,0.1906,0.0,0.0199,0.1052,0.2342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1793,0.0
1985.3333,0.1912,0.0,0.02,0.1055,0.2362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1743,0.0
1985.4167,0.1916,0.0,0.02,0.1058,0.2383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1695,0.0
1985.5,0.1919,0.0,0.02,0.1059,0.2404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1648,0.0
1985.5833,0.1922,0.0,0.0201,0.1061,0.2426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1602,0.0
1985.6667,0.1925,0.0,0.0201,0.1063,0.2448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1554,0.0
1985.75,0.1927,0.0,0.0201,0.1064,0.2471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1505,0.0
