virus_strain	serum_strain	serum_id	source	titer
DENV2/NICARAGUA/BIDV571/2006	DENV1/NAURU/WESTERNPACIFICDELTA30/1974	19	monovalent	11
DENV2/NICARAGUA/BIDV571/2006	DENV2/TONGA/DELTA30/1974	1	monovalent	61
DENV2/NICARAGUA/BIDV571/2006	DENV2/TONGA/DELTA30/1974	2	monovalent	27
DENV2/NICARAGUA/BIDV571/2006	DENV2/TONGA/DELTA30/1974	3	monovalent	24
DENV2/NICARAGUA/BIDV571/2006	DENV2/TONGA/DELTA30/1974	5	monovalent	78
DENV2/NICARAGUA/BIDV571/2006	DENV2/TONGA/DELTA30/1974	7	monovalent	50
DENV2/NICARAGUA/BIDV571/2006	DENV2/TONGA/DELTA30/1974	10	monovalent	32
DENV2/NICARAGUA/BIDV571/2006	DENV2/TONGA/DELTA30/1974	11	monovalent	28
DENV2/NICARAGUA/BIDV571/2006	DENV2/TONGA/DELTA30/1974	13	monovalent	241
DENV2/NICARAGUA/BIDV571/2006	DENV2/TONGA/DELTA30/1974	22	monovalent	27
DENV2/PERU/IQT2913/1996	DENV1/NAURU/WESTERNPACIFICDELTA30/1974	3	monovalent	22
DENV2/PERU/IQT2913/1996	DENV1/NAURU/WESTERNPACIFICDELTA30/1974	8	monovalent	17
DENV2/PERU/IQT2913/1996	DENV1/NAURU/WESTERNPACIFICDELTA30/1974	13	monovalent	32
DENV2/PERU/IQT2913/1996	DENV1/NAURU/WESTERNPACIFICDELTA30/1974	19	monovalent	31
DENV2/PERU/IQT2913/1996	DENV1/NAURU/WESTERNPACIFICDELTA30/1974	44	monovalent	11
DENV2/PERU/IQT2913/1996	DENV2/TONGA/DELTA30/1974	2	monovalent	33
DENV2/PERU/IQT2913/1996	DENV2/TONGA/DELTA30/1974	3	monovalent	15
DENV2/PERU/IQT2913/1996	DENV2/TONGA/DELTA30/1974	5	monovalent	27
DENV2/PERU/IQT2913/1996	DENV2/TONGA/DELTA30/1974	7	monovalent	54
DENV2/PERU/IQT2913/1996	DENV2/TONGA/DELTA30/1974	10	monovalent	33
DENV2/PERU/IQT2913/1996	DENV2/TONGA/DELTA30/1974	11	monovalent	20
DENV2/PERU/IQT2913/1996	DENV2/TONGA/DELTA30/1974	13	monovalent	151
DENV2/PERU/IQT2913/1996	DENV2/TONGA/DELTA30/1974	22	monovalent	33
DENV2/TONGA/DELTA30/1974	DENV1/NAURU/WESTERNPACIFICDELTA30/1974	3	monovalent	18
DENV2/TONGA/DELTA30/1974	DENV1/NAURU/WESTERNPACIFICDELTA30/1974	8	monovalent	15
DENV2/TONGA/DELTA30/1974	DENV1/NAURU/WESTERNPACIFICDELTA30/1974	13	monovalent	24
DENV2/TONGA/DELTA30/1974	DENV1/NAURU/WESTERNPACIFICDELTA30/1974	15	monovalent	21
DENV2/TONGA/DELTA30/1974	DENV1/NAURU/WESTERNPACIFICDELTA30/1974	19	monovalent	29
DENV2/TONGA/DELTA30/1974	DENV1/NAURU/WESTERNPACIFICDELTA30/1974	38	monovalent	26
DENV2/TONGA/DELTA30/1974	DENV1/NAURU/WESTERNPACIFICDELTA30/1974	43	monovalent	11
DENV2/TONGA/DELTA30/1974	DENV1/NAURU/WESTERNPACIFICDELTA30/1974	44	monovalent	19
DENV2/TONGA/DELTA30/1974	DENV1/NAURU/WESTERNPACIFICDELTA30/1974	48	monovalent	10
DENV2/TONGA/DELTA30/1974	DENV2/TONGA/DELTA30/1974	1	monovalent	64
DENV2/TONGA/DELTA30/1974	DENV2/TONGA/DELTA30/1974	2	monovalent	31
DENV2/TONGA/DELTA30/1974	DENV2/TONGA/DELTA30/1974	3	monovalent	28
DENV2/TONGA/DELTA30/1974	DENV2/TONGA/DELTA30/1974	5	monovalent	41
DENV2/TONGA/DELTA30/1974	DENV2/TONGA/DELTA30/1974	6	monovalent	96
DENV2/TONGA/DELTA30/1974	DENV2/TONGA/DELTA30/1974	7	monovalent	49
DENV2/TONGA/DELTA30/1974	DENV2/TONGA/DELTA30/1974	10	monovalent	34
DENV2/TONGA/DELTA30/1974	DENV2/TONGA/DELTA30/1974	11	monovalent	51
DENV2/TONGA/DELTA30/1974	DENV2/TONGA/DELTA30/1974	13	monovalent	297
DENV2/TONGA/DELTA30/1974	DENV2/TONGA/DELTA30/1974	22	monovalent	32
DENV2/VIETNAM/BIDV735/2006	DENV1/NAURU/WESTERNPACIFICDELTA30/1974	19	monovalent	11
DENV2/VIETNAM/BIDV735/2006	DENV2/TONGA/DELTA30/1974	1	monovalent	24
DENV2/VIETNAM/BIDV735/2006	DENV2/TONGA/DELTA30/1974	2	monovalent	15
DENV2/VIETNAM/BIDV735/2006	DENV2/TONGA/DELTA30/1974	5	monovalent	22
DENV2/VIETNAM/BIDV735/2006	DENV2/TONGA/DELTA30/1974	6	monovalent	25
DENV2/VIETNAM/BIDV735/2006	DENV2/TONGA/DELTA30/1974	7	monovalent	11
DENV2/VIETNAM/BIDV735/2006	DENV2/TONGA/DELTA30/1974	10	monovalent	48
DENV2/VIETNAM/BIDV735/2006	DENV2/TONGA/DELTA30/1974	11	monovalent	28
DENV2/VIETNAM/BIDV735/2006	DENV2/TONGA/DELTA30/1974	13	monovalent	95
DENV2/VIETNAM/BIDV735/2006	DENV2/TONGA/DELTA30/1974	22	monovalent	23
DENV2/VIETNAM/AC21/2003	DENV1/NAURU/WESTERNPACIFICDELTA30/1974	3	monovalent	28
DENV2/VIETNAM/AC21/2003	DENV1/NAURU/WESTERNPACIFICDELTA30/1974	8	monovalent	11
DENV2/VIETNAM/AC21/2003	DENV1/NAURU/WESTERNPACIFICDELTA30/1974	13	monovalent	12
DENV2/VIETNAM/AC21/2003	DENV1/NAURU/WESTERNPACIFICDELTA30/1974	15	monovalent	14
DENV2/VIETNAM/AC21/2003	DENV1/NAURU/WESTERNPACIFICDELTA30/1974	19	monovalent	19
DENV2/VIETNAM/AC21/2003	DENV1/NAURU/WESTERNPACIFICDELTA30/1974	38	monovalent	19
DENV2/VIETNAM/AC21/2003	DENV2/TONGA/DELTA30/1974	1	monovalent	109
DENV2/VIETNAM/AC21/2003	DENV2/TONGA/DELTA30/1974	2	monovalent	166
DENV2/VIETNAM/AC21/2003	DENV2/TONGA/DELTA30/1974	3	monovalent	96
DENV2/VIETNAM/AC21/2003	DENV2/TONGA/DELTA30/1974	5	monovalent	91
DENV2/VIETNAM/AC21/2003	DENV2/TONGA/DELTA30/1974	6	monovalent	856
DENV2/VIETNAM/AC21/2003	DENV2/TONGA/DELTA30/1974	7	monovalent	204
DENV2/VIETNAM/AC21/2003	DENV2/TONGA/DELTA30/1974	10	monovalent	173
DENV2/VIETNAM/AC21/2003	DENV2/TONGA/DELTA30/1974	11	monovalent	365
DENV2/VIETNAM/AC21/2003	DENV2/TONGA/DELTA30/1974	13	monovalent	1785
DENV2/VIETNAM/AC21/2003	DENV2/TONGA/DELTA30/1974	22	monovalent	225
DENV2/VIETNAM/AC20/2003	DENV1/NAURU/WESTERNPACIFICDELTA30/1974	3	monovalent	16
DENV2/VIETNAM/AC20/2003	DENV1/NAURU/WESTERNPACIFICDELTA30/1974	8	monovalent	14
DENV2/VIETNAM/AC20/2003	DENV1/NAURU/WESTERNPACIFICDELTA30/1974	13	monovalent	17
DENV2/VIETNAM/AC20/2003	DENV1/NAURU/WESTERNPACIFICDELTA30/1974	19	monovalent	16
DENV2/VIETNAM/AC20/2003	DENV1/NAURU/WESTERNPACIFICDELTA30/1974	38	monovalent	10
DENV2/VIETNAM/AC20/2003	DENV1/NAURU/WESTERNPACIFICDELTA30/1974	44	monovalent	11
DENV2/VIETNAM/AC20/2003	DENV2/TONGA/DELTA30/1974	1	monovalent	61
DENV2/VIETNAM/AC20/2003	DENV2/TONGA/DELTA30/1974	2	monovalent	22
DENV2/VIETNAM/AC20/2003	DENV2/TONGA/DELTA30/1974	3	monovalent	20
DENV2/VIETNAM/AC20/2003	DENV2/TONGA/DELTA30/1974	5	monovalent	33
DENV2/VIETNAM/AC20/2003	DENV2/TONGA/DELTA30/1974	6	monovalent	41
DENV2/VIETNAM/AC20/2003	DENV2/TONGA/DELTA30/1974	7	monovalent	34
DENV2/VIETNAM/AC20/2003	DENV2/TONGA/DELTA30/1974	10	monovalent	39
DENV2/VIETNAM/AC20/2003	DENV2/TONGA/DELTA30/1974	11	monovalent	34
DENV2/VIETNAM/AC20/2003	DENV2/TONGA/DELTA30/1974	13	monovalent	145
DENV2/VIETNAM/AC20/2003	DENV2/TONGA/DELTA30/1974	22	monovalent	60
DENV3/CAMBODIA/AC23/2011	DENV2/TONGA/DELTA30/1974	13	monovalent	16
DENV3/FIJI/29472/1992	DENV1/NAURU/WESTERNPACIFICDELTA30/1974	13	monovalent	10
DENV3/FIJI/29472/1992	DENV1/NAURU/WESTERNPACIFICDELTA30/1974	38	monovalent	12
DENV3/FIJI/29472/1992	DENV2/TONGA/DELTA30/1974	1	monovalent	13
DENV3/FIJI/29472/1992	DENV2/TONGA/DELTA30/1974	3	monovalent	11
DENV3/FIJI/29472/1992	DENV2/TONGA/DELTA30/1974	13	monovalent	28
DENV3/NICARAGUA/BIDV4753/2009	DENV1/NAURU/WESTERNPACIFICDELTA30/1974	13	monovalent	15
DENV3/NICARAGUA/BIDV4753/2009	DENV1/NAURU/WESTERNPACIFICDELTA30/1974	15	monovalent	12
DENV3/NICARAGUA/BIDV4753/2009	DENV1/NAURU/WESTERNPACIFICDELTA30/1974	38	monovalent	14
DENV3/NICARAGUA/BIDV4753/2009	DENV2/TONGA/DELTA30/1974	1	monovalent	16
DENV3/NICARAGUA/BIDV4753/2009	DENV2/TONGA/DELTA30/1974	3	monovalent	13
DENV3/NICARAGUA/BIDV4753/2009	DENV2/TONGA/DELTA30/1974	5	monovalent	11
DENV3/NICARAGUA/BIDV4753/2009	DENV2/TONGA/DELTA30/1974	7	monovalent	11
DENV3/NICARAGUA/BIDV4753/2009	DENV2/TONGA/DELTA30/1974	10	monovalent	11
DENV3/NICARAGUA/BIDV4753/2009	DENV2/TONGA/DELTA30/1974	13	monovalent	112
DENV3/PUERTO_RICO/429965/2006	DENV1/NAURU/WESTERNPACIFICDELTA30/1974	15	monovalent	15
DENV3/PUERTO_RICO/429965/2006	DENV2/TONGA/DELTA30/1974	11	monovalent	10
DENV3/PUERTO_RICO/429965/2006	DENV2/TONGA/DELTA30/1974	13	monovalent	46
DENV3/PUERTO_RICO/S228762/1963	DENV1/NAURU/WESTERNPACIFICDELTA30/1974	13	monovalent	11
